Cluster Idx,canonical,string,start_idx,end_idx
0,吕岩,一个修真炼性的英雄,135,143
0,吕岩,入圣超凡的豪杰,145,151
0,吕岩,一位仙长,181,184
0,吕岩,吕,187,187
0,吕岩,岩,189,189
0,吕岩,纯阳子祖师,193,197
1,柳下惠,那坐怀不乱的柳下惠,561,569
2,鲁男子,闭门不纳的鲁男子,571,578
3,关云长,那秉烛达旦的关云长,581,589
4,石季伦,那石季伦,749,752
5,绿珠,绿珠,759,760
6,楚霸王,楚霸王,766,768
7,虞姬,虞姬,775,776
8,大宋徽宗皇帝,大宋徽宗皇帝,1421,1426
9,西门庆,一个风流子弟,1444,1449
9,西门庆,这人,1477,1478
9,西门庆,西门,1481,1482
9,西门庆,庆,1488,1488
9,西门庆,这个儿子,1592,1595
9,西门庆,这人,1610,1611
9,西门庆,西门庆,1847,1849
9,西门庆,西门庆,1941,1943
9,西门庆,西门庆,2143,2145
9,西门庆,他,2164,2164
9,西门庆,这等一个不肖的儿子,2223,2231
9,西门庆,这西门庆,2277,2280
9,西门庆,他,2315,2315
9,西门庆,他,2353,2353
9,西门庆,他,2356,2356
9,西门庆,他,2365,2365
9,西门庆,西门大官人,2367,2371
9,西门庆,他,2629,2629
9,西门庆,西门庆,2682,2684
9,西门庆,我,2769,2769
9,西门庆,你,2783,2783
9,西门庆,你,2821,2821
9,西门庆,你,2849,2849
9,西门庆,西门庆,2860,2862
9,西门庆,我,2882,2882
9,西门庆,咱,2950,2950
9,西门庆,咱,2975,2975
9,西门庆,你,3026,3026
9,西门庆,你,3033,3033
9,西门庆,西门庆,3056,3058
9,西门庆,咱,3078,3078
9,西门庆,西门庆,3121,3123
9,西门庆,爹,3154,3154
9,西门庆,西门庆,3160,3162
9,西门庆,我,3166,3166
9,西门庆,西门庆,3251,3253
9,西门庆,哥,3271,3271
9,西门庆,西门庆,3281,3283
9,西门庆,我,3309,3309
9,西门庆,哥哥,3346,3347
9,西门庆,西门庆,3355,3357
9,西门庆,哥,3361,3361
9,西门庆,你,3363,3363
9,西门庆,西门庆,3400,3402
9,西门庆,西门庆,3535,3537
9,西门庆,咱,3547,3547
9,西门庆,哥,3565,3565
9,西门庆,西门庆,3579,3581
9,西门庆,哥,3650,3650
9,西门庆,哥,3653,3653
9,西门庆,哥,3686,3686
9,西门庆,西门庆,3698,3700
9,西门庆,我,3706,3706
9,西门庆,我,3724,3724
9,西门庆,我,3730,3730
9,西门庆,我,3739,3739
9,西门庆,大官人,3814,3816
9,西门庆,西门庆,3832,3834
9,西门庆,我,3842,3842
9,西门庆,咱,3921,3921
9,西门庆,我,3952,3952
9,西门庆,哥,3983,3983
9,西门庆,西门庆,4031,4033
9,西门庆,西门庆,4085,4087
9,西门庆,我,4148,4148
9,西门庆,西门庆,4193,4195
9,西门庆,哥,4210,4210
9,西门庆,西门庆,4244,4246
9,西门庆,西门庆,4277,4279
9,西门庆,俺爹,4311,4312
9,西门庆,我,4349,4349
9,西门庆,西门庆,4447,4449
9,西门庆,我,4472,4472
9,西门庆,我,4487,4487
9,西门庆,哥,4510,4510
9,西门庆,西门庆,4582,4584
9,西门庆,你西门爹,4620,4623
9,西门庆,爹,4660,4660
9,西门庆,西门庆,4676,4678
9,西门庆,哥,4726,4726
9,西门庆,哥,4747,4747
9,西门庆,西门庆,4760,4762
9,西门庆,我,4766,4766
9,西门庆,我,4771,4771
9,西门庆,西门庆,4812,4814
9,西门庆,西门庆,4874,4876
9,西门庆,西门庆,4919,4921
9,西门庆,西门爹,4950,4952
9,西门庆,西门爹,4956,4958
9,西门庆,爹,4988,4988
9,西门庆,爹,5013,5013
9,西门庆,爹,5025,5025
9,西门庆,西门庆,5049,5051
10,西门达,他父亲西门达,1491,1496
11,这西门达员外夫妇,这西门达员外夫妇,1577,1584
11,这西门达员外夫妇,父母,1626,1627
12,结识的朋友,结识的朋友,1672,1676
12,结识的朋友,这一干共十数人,2134,2140
12,结识的朋友,这等一班无益有损的朋友,2236,2246
12,结识的朋友,我兄弟们,2718,2721
12,结识的朋友,兄弟们,2757,2759
12,结识的朋友,这干人,2790,2792
12,结识的朋友,这起人,2825,2827
12,结识的朋友,这些兄弟们,2896,2900
12,结识的朋友,他,2908,2908
12,结识的朋友,众兄弟,3936,3938
12,结识的朋友,你们,3955,3956
12,结识的朋友,俺众人们,4010,4013
12,结识的朋友,众兄弟,4737,4739
12,结识的朋友,他,4742,4742
13,应伯爵,第一个最相契的,1694,1700
13,应伯爵,应,1703,1703
13,应伯爵,伯爵,1705,1706
13,应伯爵,光侯,1710,1711
13,应伯爵,开绸缎铺应员外的第二个儿子,1715,1727
13,应伯爵,他,1755,1755
13,应伯爵,应花子,1762,1764
13,应伯爵,应二哥,3081,3083
13,应伯爵,他,3087,3087
13,应伯爵,应二叔,3144,3146
13,应伯爵,他,3169,3169
13,应伯爵,他,3171,3171
13,应伯爵,应伯爵,3190,3192
13,应伯爵,伯爵,3333,3334
13,应伯爵,我,3344,3344
13,应伯爵,你,3408,3408
13,应伯爵,伯爵,3418,3419
13,应伯爵,我,3503,3503
13,应伯爵,二爹,3507,3508
13,应伯爵,伯爵,3603,3604
13,应伯爵,咱,3620,3620
13,应伯爵,我,3643,3643
13,应伯爵,我,3647,3647
13,应伯爵,伯爵,3790,3791
13,应伯爵,伯爵,3976,3977
13,应伯爵,怪狗才,4038,4040
13,应伯爵,你,4044,4044
13,应伯爵,你,4048,4048
13,应伯爵,应伯爵,4166,4168
13,应伯爵,伯爵,4204,4205
13,应伯爵,傻花子,4251,4253
13,应伯爵,你,4255,4255
13,应伯爵,伯爵,4377,4378
13,应伯爵,伯爵,4502,4503
13,应伯爵,老花子,4547,4549
13,应伯爵,应伯爵,4789,4791
13,应伯爵,伯爵,4840,4841
14,谢希大,第二个,1784,1786
14,谢希大,谢,1788,1788
14,谢希大,希大,1790,1791
14,谢希大,子纯,1794,1795
14,谢希大,清河卫千户官儿应袭子孙,1798,1808
14,谢希大,那谢子纯这个人,2929,2935
14,谢希大,谢大叔,3148,3150
14,谢希大,姓谢的谢希大,3243,3248
14,谢希大,希大,3336,3337
14,谢希大,谢希大,3556,3558
14,谢希大,谢希大,3759,3761
14,谢希大,谢希大,4054,4056
14,谢希大,希大,4401,4402
14,谢希大,他,4535,4535
14,谢希大,希大,4540,4541
14,谢希大,希大,4846,4847
15,祝实念,一个,1874,1875
15,祝实念,祝实念,1878,1880
15,祝实念,贡诚,1884,1885
