,0,1
0,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(92, 95, '咸丰皇帝'), (197, 205, '这中兴圣主同治皇帝'), (953, 954, '老伯')]"
1,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(502, 509, '第二名榜眼王慈源'), (518, 522, '第一名状元')]"
2,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(559, 565, '状元的出色价值'), (567, 568, '这是'), (631, 631, '这')]"
3,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(688, 689, '苏州'), (752, 753, '苏州'), (823, 824, '苏州'), (907, 909, '我苏州'), (969, 970, '苏州'), (982, 983, '苏州'), (1030, 1031, '苏州'), (1122, 1123, '苏州'), (1275, 1276, '苏州')]"
4,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(688, 691, '苏州城内'), (752, 755, '苏州城内'), (907, 911, '我苏州城内'), (1122, 1125, '苏州城里')]"
5,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(761, 768, '一个中年长龙脸的'), (831, 832, '唐卿'), (855, 857, '潘胜芝'), (945, 947, '钱唐卿'), (977, 978, '小侄'), (999, 1000, '胜芝'), (1012, 1013, '唐卿'), (1214, 1215, '唐卿'), (1307, 1307, '我')]"
6,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(838, 839, '菶如')]"
7,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(716, 718, '三个人'), (847, 848, '三人')]"
8,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(964, 965, '状元'), (982, 985, '苏州状元')]"
9,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(1318, 1319, '菶如'), (1347, 1347, '我'), (1388, 1388, '我'), (1420, 1420, '我'), (1674, 1674, '你'), (2265, 2266, '肇廷'), (2445, 2445, '我'), (2460, 2461, '肇廷'), (2517, 2518, '肇廷'), (2602, 2603, '肇廷')]"
