,0,1
0,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(92, 95, '咸丰皇帝'), (197, 205, '这中兴圣主同治皇帝'), (198, 205, '中兴圣主同治皇帝'), (953, 954, '老伯')]"
1,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(502, 509, '第二名榜眼王慈源'), (518, 522, '第一名状元')]"
2,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(559, 565, '状元的出色价值'), (567, 567, '这'), (631, 631, '这')]"
3,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(688, 689, '苏州'), (752, 753, '苏州'), (823, 824, '苏州'), (907, 910, '我苏州城'), (969, 970, '苏州'), (982, 983, '苏州'), (1030, 1031, '苏州'), (1122, 1123, '苏州'), (1275, 1276, '苏州')]"
4,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(761, 768, '一个中年长龙脸的'), (831, 832, '唐卿'), (855, 857, '潘胜芝'), (945, 947, '钱唐卿'), (977, 978, '小侄'), (999, 1000, '胜芝'), (1012, 1013, '唐卿'), (1214, 1215, '唐卿'), (1307, 1307, '我')]"
5,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(806, 807, '菶如'), (838, 839, '菶如')]"
6,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(716, 718, '三个人'), (847, 848, '三人')]"
7,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(964, 965, '状元'), (982, 985, '苏州状元')]"
8,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(1318, 1319, '菶如'), (1347, 1347, '我'), (1388, 1388, '我'), (1420, 1420, '我'), (1674, 1674, '你'), (2265, 2266, '肇廷'), (2445, 2445, '我'), (2460, 2461, '肇廷'), (2517, 2518, '肇廷'), (2602, 2602, '肇'), (2602, 2603, '肇廷'), (2603, 2603, '廷')]"
9,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(1327, 1328, '吾兄'), (1347, 1353, '我那雯青同年兄'), (1392, 1392, '他'), (1427, 1427, '他'), (1527, 1529, '肇廷兄'), (1611, 1613, '玨斋兄'), (1619, 1620, '肇廷'), (1670, 1670, '你'), (1698, 1699, '肇廷'), (2533, 2533, '你'), (2540, 2540, '你')]"
10,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(1445, 1446, '胜芝'), (1451, 1451, '你'), (1480, 1480, '你'), (1509, 1510, '胜芝'), (2022, 2023, '唐卿')]"
11,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(1516, 1517, '唐卿'), (1589, 1590, '菶如'), (1680, 1681, '菶如'), (1705, 1706, '唐卿'), (1709, 1710, '玨斋'), (1738, 1739, '菶如'), (1743, 1743, '你'), (1752, 1752, '我'), (1761, 1762, '菶如'), (1918, 1919, '玨斋'), (2109, 2111, '那胜芝'), (2295, 2296, '菶如'), (2312, 2314, '」胜芝'), (2432, 2433, '胜芝'), (2465, 2466, '菶如'), (2472, 2472, '你'), (2488, 2489, '菶如'), (2580, 2581, '唐卿'), (2630, 2631, '菶如')]"
12,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(1633, 1634, '我们'), (1642, 1643, '你们'), (1797, 1798, '兄弟'), (1807, 1808, '兄弟')]"
13,"[(116, 131, '那班举人、进士、翰林出身的大元勋'), (150, 154, '那些革命军')]","[(1945, 1948, '江湖名士'), (2114, 2117, '这班少年')]"
