,0,1
0,"[(0, 1, '阿Ｑ'), (11, 12, '阿Ｑ'), (110, 111, '阿Ｑ'), (266, 267, '阿Ｑ'), (292, 293, '阿Ｑ'), (307, 308, '阿Ｑ'), (401, 402, '阿Ｑ'), (412, 412, '他'), (426, 427, '阿Ｑ'), (613, 614, '阿Ｑ'), (623, 623, '他'), (666, 667, '阿Ｑ'), (686, 686, '他'), (695, 695, '他'), (712, 712, '他'), (751, 752, '阿Ｑ'), (775, 776, '阿Ｑ'), (778, 782, '你这浑小子'), (784, 784, '你'), (786, 786, '我'), (788, 788, '你'), (795, 796, '阿Ｑ'), (818, 818, '你'), (828, 828, '你'), (835, 835, '你'), (841, 842, '阿Ｑ'), (862, 862, '他'), (869, 869, '你'), (878, 878, '你'), (886, 887, '阿Ｑ'), (893, 893, '他'), (943, 944, '阿Ｑ'), (949, 950, '自己'), (955, 955, '他'), (995, 995, '他'), (1009, 1010, '阿Ｑ')]","[(0, 3, '阿Ｑ正传'), (14, 15, '正传'), (127, 134, '这一篇速朽的文章')]"
1,"[(0, 1, '阿Ｑ'), (11, 12, '阿Ｑ'), (110, 111, '阿Ｑ'), (266, 267, '阿Ｑ'), (292, 293, '阿Ｑ'), (307, 308, '阿Ｑ'), (401, 402, '阿Ｑ'), (412, 412, '他'), (426, 427, '阿Ｑ'), (613, 614, '阿Ｑ'), (623, 623, '他'), (666, 667, '阿Ｑ'), (686, 686, '他'), (695, 695, '他'), (712, 712, '他'), (751, 752, '阿Ｑ'), (775, 776, '阿Ｑ'), (778, 782, '你这浑小子'), (784, 784, '你'), (786, 786, '我'), (788, 788, '你'), (795, 796, '阿Ｑ'), (818, 818, '你'), (828, 828, '你'), (835, 835, '你'), (841, 842, '阿Ｑ'), (862, 862, '他'), (869, 869, '你'), (878, 878, '你'), (886, 887, '阿Ｑ'), (893, 893, '他'), (943, 944, '阿Ｑ'), (949, 950, '自己'), (955, 955, '他'), (995, 995, '他'), (1009, 1010, '阿Ｑ')]","[(8, 8, '我'), (42, 42, '我'), (260, 260, '我'), (396, 396, '我'), (457, 457, '我'), (608, 608, '我')]"
2,"[(0, 1, '阿Ｑ'), (11, 12, '阿Ｑ'), (110, 111, '阿Ｑ'), (266, 267, '阿Ｑ'), (292, 293, '阿Ｑ'), (307, 308, '阿Ｑ'), (401, 402, '阿Ｑ'), (412, 412, '他'), (426, 427, '阿Ｑ'), (613, 614, '阿Ｑ'), (623, 623, '他'), (666, 667, '阿Ｑ'), (686, 686, '他'), (695, 695, '他'), (712, 712, '他'), (751, 752, '阿Ｑ'), (775, 776, '阿Ｑ'), (778, 782, '你这浑小子'), (784, 784, '你'), (786, 786, '我'), (788, 788, '你'), (795, 796, '阿Ｑ'), (818, 818, '你'), (828, 828, '你'), (835, 835, '你'), (841, 842, '阿Ｑ'), (862, 862, '他'), (869, 869, '你'), (878, 878, '你'), (886, 887, '阿Ｑ'), (893, 893, '他'), (943, 944, '阿Ｑ'), (949, 950, '自己'), (955, 955, '他'), (995, 995, '他'), (1009, 1010, '阿Ｑ')]","[(641, 643, '赵太爷'), (697, 699, '赵太爷'), (754, 756, '赵太爷'), (761, 762, '太爷'), (801, 803, '赵太爷'), (823, 823, '我'), (853, 855, '赵太爷'), (970, 972, '赵太爷')]"
3,"[(0, 1, '阿Ｑ'), (11, 12, '阿Ｑ'), (110, 111, '阿Ｑ'), (266, 267, '阿Ｑ'), (292, 293, '阿Ｑ'), (307, 308, '阿Ｑ'), (401, 402, '阿Ｑ'), (412, 412, '他'), (426, 427, '阿Ｑ'), (613, 614, '阿Ｑ'), (623, 623, '他'), (666, 667, '阿Ｑ'), (686, 686, '他'), (695, 695, '他'), (712, 712, '他'), (751, 752, '阿Ｑ'), (775, 776, '阿Ｑ'), (778, 782, '你这浑小子'), (784, 784, '你'), (786, 786, '我'), (788, 788, '你'), (795, 796, '阿Ｑ'), (818, 818, '你'), (828, 828, '你'), (835, 835, '你'), (841, 842, '阿Ｑ'), (862, 862, '他'), (869, 869, '你'), (878, 878, '你'), (886, 887, '阿Ｑ'), (893, 893, '他'), (943, 944, '阿Ｑ'), (949, 950, '自己'), (955, 955, '他'), (995, 995, '他'), (1009, 1010, '阿Ｑ')]","[(649, 650, '秀才'), (715, 716, '秀才')]"
4,"[(0, 1, '阿Ｑ'), (11, 12, '阿Ｑ'), (110, 111, '阿Ｑ'), (266, 267, '阿Ｑ'), (292, 293, '阿Ｑ'), (307, 308, '阿Ｑ'), (401, 402, '阿Ｑ'), (412, 412, '他'), (426, 427, '阿Ｑ'), (613, 614, '阿Ｑ'), (623, 623, '他'), (666, 667, '阿Ｑ'), (686, 686, '他'), (695, 695, '他'), (712, 712, '他'), (751, 752, '阿Ｑ'), (775, 776, '阿Ｑ'), (778, 782, '你这浑小子'), (784, 784, '你'), (786, 786, '我'), (788, 788, '你'), (795, 796, '阿Ｑ'), (818, 818, '你'), (828, 828, '你'), (835, 835, '你'), (841, 842, '阿Ｑ'), (862, 862, '他'), (869, 869, '你'), (878, 878, '你'), (886, 887, '阿Ｑ'), (893, 893, '他'), (943, 944, '阿Ｑ'), (949, 950, '自己'), (955, 955, '他'), (995, 995, '他'), (1009, 1010, '阿Ｑ')]","[(628, 628, '赵'), (837, 837, '赵'), (897, 897, '赵'), (961, 961, '赵'), (967, 967, '赵')]"
5,"[(0, 1, '阿Ｑ'), (11, 12, '阿Ｑ'), (110, 111, '阿Ｑ'), (266, 267, '阿Ｑ'), (292, 293, '阿Ｑ'), (307, 308, '阿Ｑ'), (401, 402, '阿Ｑ'), (412, 412, '他'), (426, 427, '阿Ｑ'), (613, 614, '阿Ｑ'), (623, 623, '他'), (666, 667, '阿Ｑ'), (686, 686, '他'), (695, 695, '他'), (712, 712, '他'), (751, 752, '阿Ｑ'), (775, 776, '阿Ｑ'), (778, 782, '你这浑小子'), (784, 784, '你'), (786, 786, '我'), (788, 788, '你'), (795, 796, '阿Ｑ'), (818, 818, '你'), (828, 828, '你'), (835, 835, '你'), (841, 842, '阿Ｑ'), (862, 862, '他'), (869, 869, '你'), (878, 878, '你'), (886, 887, '阿Ｑ'), (893, 893, '他'), (943, 944, '阿Ｑ'), (949, 950, '自己'), (955, 955, '他'), (995, 995, '他'), (1009, 1010, '阿Ｑ')]","[(747, 748, '地保'), (908, 909, '地保'), (919, 920, '地保'), (929, 930, '地保')]"
6,"[(0, 1, '阿Ｑ'), (11, 12, '阿Ｑ'), (110, 111, '阿Ｑ'), (266, 267, '阿Ｑ'), (292, 293, '阿Ｑ'), (307, 308, '阿Ｑ'), (401, 402, '阿Ｑ'), (412, 412, '他'), (426, 427, '阿Ｑ'), (613, 614, '阿Ｑ'), (623, 623, '他'), (666, 667, '阿Ｑ'), (686, 686, '他'), (695, 695, '他'), (712, 712, '他'), (751, 752, '阿Ｑ'), (775, 776, '阿Ｑ'), (778, 782, '你这浑小子'), (784, 784, '你'), (786, 786, '我'), (788, 788, '你'), (795, 796, '阿Ｑ'), (818, 818, '你'), (828, 828, '你'), (835, 835, '你'), (841, 842, '阿Ｑ'), (862, 862, '他'), (869, 869, '你'), (878, 878, '你'), (886, 887, '阿Ｑ'), (893, 893, '他'), (943, 944, '阿Ｑ'), (949, 950, '自己'), (955, 955, '他'), (995, 995, '他'), (1009, 1010, '阿Ｑ')]","[(1024, 1025, '阿Ｑ'), (1035, 1035, '他'), (1045, 1045, '他'), (1148, 1148, '他'), (1174, 1174, '他'), (1193, 1193, '他'), (1223, 1223, '他'), (1245, 1245, '他'), (1379, 1380, '阿Ｑ'), (1474, 1474, '他'), (1528, 1529, '阿Ｑ'), (1536, 1536, '他'), (1606, 1606, '他'), (1756, 1757, '阿Ｑ'), (1788, 1789, '阿Ｑ'), (1803, 1803, '他'), (1828, 1829, '阿Ｑ'), (1833, 1833, '他'), (1839, 1839, '他'), (1849, 1849, '他'), (1858, 1861, '阿Ｑ自己'), (1893, 1893, '你'), (1899, 1899, '你'), (1908, 1909, '阿Ｑ'), (1970, 1970, '他'), (2005, 2006, '阿Ｑ'), (2031, 2032, '阿Ｑ'), (2065, 2066, '阿Ｑ'), (2074, 2075, '阿Ｑ'), (2112, 2113, '阿Ｑ')]"
7,"[(0, 1, '阿Ｑ'), (11, 12, '阿Ｑ'), (110, 111, '阿Ｑ'), (266, 267, '阿Ｑ'), (292, 293, '阿Ｑ'), (307, 308, '阿Ｑ'), (401, 402, '阿Ｑ'), (412, 412, '他'), (426, 427, '阿Ｑ'), (613, 614, '阿Ｑ'), (623, 623, '他'), (666, 667, '阿Ｑ'), (686, 686, '他'), (695, 695, '他'), (712, 712, '他'), (751, 752, '阿Ｑ'), (775, 776, '阿Ｑ'), (778, 782, '你这浑小子'), (784, 784, '你'), (786, 786, '我'), (788, 788, '你'), (795, 796, '阿Ｑ'), (818, 818, '你'), (828, 828, '你'), (835, 835, '你'), (841, 842, '阿Ｑ'), (862, 862, '他'), (869, 869, '你'), (878, 878, '你'), (886, 887, '阿Ｑ'), (893, 893, '他'), (943, 944, '阿Ｑ'), (949, 950, '自己'), (955, 955, '他'), (995, 995, '他'), (1009, 1010, '阿Ｑ')]","[(1019, 1019, '我'), (1122, 1122, '我'), (1288, 1288, '我'), (1362, 1362, '我'), (1417, 1417, '我'), (1498, 1499, '自己'), (1514, 1514, '我'), (1652, 1652, '我'), (1753, 1753, '我')]"
8,"[(0, 1, '阿Ｑ'), (11, 12, '阿Ｑ'), (110, 111, '阿Ｑ'), (266, 267, '阿Ｑ'), (292, 293, '阿Ｑ'), (307, 308, '阿Ｑ'), (401, 402, '阿Ｑ'), (412, 412, '他'), (426, 427, '阿Ｑ'), (613, 614, '阿Ｑ'), (623, 623, '他'), (666, 667, '阿Ｑ'), (686, 686, '他'), (695, 695, '他'), (712, 712, '他'), (751, 752, '阿Ｑ'), (775, 776, '阿Ｑ'), (778, 782, '你这浑小子'), (784, 784, '你'), (786, 786, '我'), (788, 788, '你'), (795, 796, '阿Ｑ'), (818, 818, '你'), (828, 828, '你'), (835, 835, '你'), (841, 842, '阿Ｑ'), (862, 862, '他'), (869, 869, '你'), (878, 878, '你'), (886, 887, '阿Ｑ'), (893, 893, '他'), (943, 944, '阿Ｑ'), (949, 950, '自己'), (955, 955, '他'), (995, 995, '他'), (1009, 1010, '阿Ｑ')]","[(1293, 1306, '赵太爷的儿子茂才〔１２〕先生'), (1297, 1298, '儿子'), (1312, 1314, '如此公'), (1506, 1508, '茂才公')]"
9,"[(0, 1, '阿Ｑ'), (11, 12, '阿Ｑ'), (110, 111, '阿Ｑ'), (266, 267, '阿Ｑ'), (292, 293, '阿Ｑ'), (307, 308, '阿Ｑ'), (401, 402, '阿Ｑ'), (412, 412, '他'), (426, 427, '阿Ｑ'), (613, 614, '阿Ｑ'), (623, 623, '他'), (666, 667, '阿Ｑ'), (686, 686, '他'), (695, 695, '他'), (712, 712, '他'), (751, 752, '阿Ｑ'), (775, 776, '阿Ｑ'), (778, 782, '你这浑小子'), (784, 784, '你'), (786, 786, '我'), (788, 788, '你'), (795, 796, '阿Ｑ'), (818, 818, '你'), (828, 828, '你'), (835, 835, '你'), (841, 842, '阿Ｑ'), (862, 862, '他'), (869, 869, '你'), (878, 878, '你'), (886, 887, '阿Ｑ'), (893, 893, '他'), (943, 944, '阿Ｑ'), (949, 950, '自己'), (955, 955, '他'), (995, 995, '他'), (1009, 1010, '阿Ｑ')]","[(1379, 1385, '阿Ｑ犯事的案卷'), (1398, 1399, '案卷')]"
