,sentence_id,token_id,token,POS_tag
0,0,0,第二,m
1,0,1,回,q
2,0,2,陆孝廉,nr
3,0,3,访,v
4,0,4,艳宴,n
5,0,5,金阊,ns
6,0,6,金殿,n
7,0,7,撰,Vg
8,0,8,归装,n
9,0,9,留,v
10,0,10,沪渎话,n
11,0,11,说,v
12,0,12,大,a
13,0,13,清朝,n
14,0,14,应天承运,i
15,0,15,，,w
16,0,16,奄有万方,i
17,0,17,，,w
18,0,18,一直,d
19,0,19,照著,p
20,0,20,中国,ns
21,0,21,向来,b
22,0,22,的,u
23,0,23,旧制,n
24,0,24,，,w
25,0,25,因势利导,i
26,0,26,，,w
27,0,27,果然,d
28,0,28,风调雨顺,i
29,0,29,，,w
30,0,30,国泰民安,i
31,0,31,。,w
32,1,32,列,n
33,1,33,圣,Ng
34,1,34,相承,v
35,1,35,，,w
36,1,36,绳,Ng
37,1,37,绳,Ng
38,1,38,继,v
39,1,39,继,v
40,1,40,，,w
41,1,41,正,d
42,1,42,是,v
43,1,43,说,v
44,1,44,不,d
45,1,45,尽,v
46,1,46,的,u
47,1,47,歌功颂德,i
48,1,48,，,w
49,1,49,望,v
50,1,50,日,Ng
51,1,51,瞻,Vg
52,1,52,云,n
53,1,53,。,w
54,2,54,直,d
55,2,55,到,v
56,2,56,了,u
57,2,57,咸丰,nr
58,2,58,皇帝,n
59,2,59,手,n
60,2,60,里,f
61,2,61,，,w
62,2,62,就,d
63,2,63,是,v
64,2,64,金田,nz
65,2,65,起义,vn
66,2,66,，,w
67,2,67,扰乱,v
68,2,68,一,m
69,2,69,回,q
70,2,70,，,w
71,2,71,却,d
72,2,72,依然,d
73,2,73,靠,v
74,2,74,了,u
75,2,75,那,r
76,2,76,班,q
77,2,77,举人,n
78,2,78,、,w
79,2,79,进士,n
80,2,80,、,w
81,2,81,翰林,n
82,2,82,出身,v
83,2,83,的,u
84,2,84,大,a
85,2,85,元勋,n
86,2,86,，,w
87,2,87,拚,v
88,2,88,著,u
89,2,89,数,m
90,2,90,十,m
91,2,91,年,q
92,2,92,汗血,n
93,2,93,，,w
94,2,94,斫,Vg
95,2,95,著,u
96,2,96,十,m
97,2,97,几,m
98,2,98,万,m
99,2,99,头颅,n
100,2,100,，,w
101,2,101,把,p
102,2,102,那些,r
103,2,103,革命军,n
104,2,104,扫荡,v
105,2,105,得,u
106,2,106,干干净净,z
107,2,107,。,w
108,3,108,斯时,r
109,3,109,正,d
110,3,110,是,v
111,3,111,大,a
112,3,112,清朝,n
113,3,113,同治,t
114,3,114,五,m
115,3,115,年,q
116,3,116,，,w
117,3,117,大乱,a
118,3,118,敉,v
119,3,119,平,v
120,3,120,，,w
121,3,121,普天同庆,i
122,3,122,，,w
123,3,123,共,d
124,3,124,道,v
125,3,125,大,a
126,3,126,清国,n
127,3,127,万,m
128,3,128,年,q
129,3,129,有,v
130,3,130,道,n
131,3,131,之,u
132,3,132,长,Ng
133,3,133,。,w
134,4,134,这,r
135,4,135,中兴,nz
136,4,136,圣主,n
137,4,137,同治,nr
138,4,138,皇帝,n
139,4,139,，,w
140,4,140,准,v
141,4,141,了,u
142,4,142,臣子,n
143,4,143,的,u
144,4,144,奏章,n
145,4,145,，,w
146,4,146,谕令,v
147,4,147,各,r
148,4,148,省,n
149,4,149,府,Ng
150,4,150,县,n
151,4,151,，,w
152,4,152,有,v
153,4,153,乡,n
154,4,154,兵团,n
155,4,155,练,v
156,4,156,平,v
157,4,157,乱,n
158,4,158,出力,v
159,4,159,的,u
160,4,160,地方,n
161,4,161,，,w
162,4,162,增广,v
163,4,163,了,u
164,4,164,几,m
165,4,165,个,q
166,4,166,生员,n
167,4,167,；,w
168,4,168,受,v
169,4,169,战乱,n
170,4,170,影响,vn
171,4,171,，,w
172,4,172,及,c
173,4,173,大兵,n
174,4,174,所,u
175,4,175,过,v
176,4,176,的,u
177,4,177,地方,n
178,4,178,，,w
179,4,179,酌,Vg
180,4,180,免,v
181,4,181,了,u
182,4,182,几,m
183,4,183,成,q
184,4,184,钱粮,n
185,4,185,。,w
186,5,186,苏,j
187,5,187,、,w
188,5,188,松,j
189,5,189,、,w
190,5,190,常,j
191,5,191,、,w
192,5,192,镇,j
193,5,193,、,w
194,5,194,太,j
195,5,195,几,m
196,5,196,州,n
197,5,197,，,w
198,5,198,因为,c
199,5,199,赋税,n
200,5,200,最,d
201,5,201,重,a
202,5,202,，,w
203,5,203,恩,Ng
204,5,204,准,v
205,5,205,减,v
206,5,206,漕,n
207,5,207,，,w
208,5,208,所以,c
209,5,209,苏州,ns
210,5,210,的,u
211,5,211,人民,n
212,5,212,，,w
213,5,213,尤为,d
214,5,214,涕,n
215,5,215,零,m
216,5,216,感激,v
217,5,217,。,w
218,6,218,却,d
219,6,219,好,a
220,6,220,戊辰,t
221,6,221,会试,vn
222,6,222,的,u
223,6,223,年成,n
224,6,224,又,d
225,6,225,到,v
226,6,226,了,y
227,6,227,，,w
228,6,228,本来,d
229,6,229,一般,a
230,6,230,读书人,n
231,6,231,，,w
232,6,232,虽,c
233,6,233,在,p
234,6,234,离乱,n
235,6,235,兵燹,n
236,6,236,，,w
237,6,237,八股,n
238,6,238,八,m
239,6,239,韵,n
240,6,240,，,w
241,6,241,朝,Tg
242,6,242,考卷,n
243,6,243,白,b
244,6,244,折子,n
245,6,245,的,u
246,6,246,功夫,n
247,6,247,，,w
248,6,248,是,v
249,6,249,不,d
250,6,250,肯,v
251,6,251,丢掉,v
252,6,252,，,w
253,6,253,况,c
