,sentence_id,token_id,token,POS_tag
0,0,0,第一,m
1,0,1,回,q
2,0,2,西门庆,n
3,0,3,热结,v
4,0,4,十,m
5,0,5,弟兄,n
6,0,6,武,Ag
7,0,7,二郎,n
8,0,8,冷遇,v
9,0,9,亲,a
10,0,10,哥,n
11,0,11,嫂,Ng
12,0,12,诗,n
13,0,13,曰,Vg
14,0,14,：,w
15,0,15,豪华,a
16,0,16,去,v
17,0,17,后,f
18,0,18,行人,n
19,0,19,绝,Vg
20,0,20,，,w
21,0,21,箫,Ng
22,0,22,筝,Ng
23,0,23,不,d
24,0,24,响,v
25,0,25,歌喉,n
26,0,26,咽,v
27,0,27,。,w
28,1,28,雄剑,n
29,1,29,无,v
30,1,30,威,Ng
31,1,31,光彩,n
32,1,32,沉,v
33,1,33,，,w
34,1,34,宝琴,n
35,1,35,零落,a
36,1,36,金星,n
37,1,37,灭,v
38,1,38,。,w
39,2,39,玉,n
40,2,40,阶,n
41,2,41,寂寞,a
42,2,42,坠,v
43,2,43,秋露,n
44,2,44,，,w
45,2,45,月,n
46,2,46,照,v
47,2,47,当时,t
48,2,48,歌舞,n
49,2,49,处,n
50,2,50,。,w
51,3,51,当时,t
52,3,52,歌舞,n
53,3,53,人,n
54,3,54,不,d
55,3,55,回,v
56,3,56,，,w
57,3,57,化为,v
58,3,58,今日,t
59,3,59,西陵灰,n
60,3,60,。,w
61,4,61,又,d
62,4,62,诗,n
63,4,63,曰,Vg
64,4,64,：,w
65,4,65,二八佳人,n
66,4,66,体,Ng
67,4,67,似,Vg
68,4,68,酥,a
69,4,69,，,w
70,4,70,腰间,s
71,4,71,仗剑,v
72,4,72,斩,v
73,4,73,愚夫,n
74,4,74,。,w
75,5,75,虽然,c
76,5,76,不,d
77,5,77,见,v
78,5,78,人头,n
79,5,79,落,v
80,5,80,，,w
81,5,81,暗里,d
82,5,82,教,v
83,5,83,君,Ng
84,5,84,骨髓,n
85,5,85,枯,v
86,5,86,。,w
87,6,87,这,r
88,6,88,一,m
89,6,89,首,q
90,6,90,诗,n
91,6,91,，,w
92,6,92,是,v
93,6,93,昔年,t
94,6,94,大唐,nz
95,6,95,国,n
96,6,96,时,Ng
97,6,97,，,w
98,6,98,一,m
99,6,99,个,q
100,6,100,修,v
101,6,101,真,Ng
102,6,102,炼,v
103,6,103,性,Ng
104,6,104,的,u
105,6,105,英雄,n
106,6,106,，,w
107,6,107,入圣超凡,v
108,6,108,的,u
109,6,109,豪杰,n
110,6,110,，,w
111,6,111,到,p
112,6,112,后来,t
113,6,113,位居,v
114,6,114,紫府,n
115,6,115,，,w
116,6,116,名列,v
117,6,117,仙,Ng
118,6,118,班,n
119,6,119,，,w
120,6,120,率领,v
121,6,121,上,f
122,6,122,八,m
123,6,123,洞,n
124,6,124,群,q
125,6,125,仙,Ng
126,6,126,，,w
127,6,127,救,v
128,6,128,拔,v
129,6,129,四部洲,n
130,6,130,沉苦,a
131,6,131,一,m
132,6,132,位,q
133,6,133,仙长,n
134,6,134,，,w
135,6,135,姓,v
136,6,136,吕,nr
137,6,137,名,Ng
138,6,138,岩,nr
139,6,139,，,w
140,6,140,道号,n
141,6,141,纯阳子,nr
142,6,142,祖师,n
143,6,143,所,u
144,6,144,作,v
145,6,145,。,w
146,7,146,单,d
147,7,147,道,v
148,7,148,世上,s
149,7,149,人,n
150,7,150,，,w
151,7,151,营营逐逐,v
152,7,152,，,w
153,7,153,急急巴巴,z
154,7,154,，,w
155,7,155,跳,v
156,7,156,不,d
157,7,157,出,v
158,7,158,七情六欲,i
159,7,159,关头,n
160,7,160,，,w
161,7,161,打,v
162,7,162,不,d
163,7,163,破,v
164,7,164,酒色财气,n
165,7,165,圈子,n
166,7,166,。,w
167,8,167,到头来,d
168,8,168,同归于尽,i
169,8,169,，,w
170,8,170,著,v
171,8,171,甚,Dg
172,8,172,要紧,a
173,8,173,！,w
174,9,174,虽,c
175,9,175,是,v
176,9,176,如此,r
177,9,177,说,v
178,9,178,，,w
179,9,179,只,d
180,9,180,这,r
181,9,181,酒色财气,n
182,9,182,四,m
183,9,183,件,q
184,9,184,中,f
185,9,185,，,w
186,9,186,惟有,d
187,9,187,财,n
188,9,188,色,n
189,9,189,二,m
190,9,190,者,r
191,9,191,更为,d
192,9,192,利害,a
193,9,193,。,w
194,10,194,怎,r
195,10,195,见,v
196,10,196,得,u
197,10,197,他,r
198,10,198,的,u
199,10,199,利害,n
200,10,200,？,w
201,11,201,假如,c
202,11,202,一,m
203,11,203,个,q
204,11,204,人,n
205,11,205,到,v
206,11,206,了,u
207,11,207,那,r
208,11,208,穷苦,a
209,11,209,的,u
210,11,210,田地,n
211,11,211,，,w
212,11,212,受尽,v
213,11,213,无限,vn
214,11,214,凄凉,an
215,11,215,，,w
216,11,216,耐,v
217,11,217,尽,v
218,11,218,无端,d
219,11,219,懊恼,vn
220,11,220,，,w
221,11,221,晚,ad
222,11,222,来,v
223,11,223,摸,v
224,11,224,一,m
225,11,225,摸,v
226,11,226,米,n
227,11,227,瓮,Ng
228,11,228,，,w
229,11,229,苦,a
230,11,230,无,v
231,11,231,隔,v
232,11,232,宿,Ng
233,11,233,之,u
234,11,234,炊,Vg
235,11,235,，,w
236,11,236,早起,v
237,11,237,看,v
238,11,238,一,m
239,11,239,看,v
240,11,240,厨,Ng
241,11,241,前,f
242,11,242,，,w
243,11,243,愧,Vg
244,11,244,无,v
245,11,245,半,m
246,11,246,星,q
247,11,247,烟火,n
248,11,248,，,w
249,11,249,妻子,n
250,11,250,饥寒,n
251,11,251,，,w
252,11,252,一,m
253,11,253,身,q
254,11,254,冻,v
255,11,255,馁,an
256,11,256,，,w
257,11,257,就,d
258,11,258,是,v
259,11,259,那,r
260,11,260,粥,n
261,11,261,饭,n
262,11,262,尚且,c
263,11,263,艰难,a
264,11,264,，,w
265,11,265,那,r
266,11,266,讨,v
267,11,267,余钱,n
268,11,268,沽,Vg
269,11,269,酒,n
270,11,270,！,w
271,12,271,更,d
272,12,272,有,v
273,12,273,一,m
274,12,274,种,q
275,12,275,可恨,a
276,12,276,处,n
277,12,277,，,w
278,12,278,亲朋,n
279,12,279,白眼,n
280,12,280,，,w
281,12,281,面目,n
282,12,282,寒酸,a
283,12,283,，,w
284,12,284,便,d
285,12,285,是,v
286,12,286,凌云,vn
287,12,287,志气,n
288,12,288,，,w
289,12,289,分外,d
290,12,290,消磨,v
291,12,291,，,w
292,12,292,怎,r
293,12,293,能够,v
294,12,294,与,p
295,12,295,人,n
296,12,296,争气,a
297,12,297,！,w
298,13,298,正,d
299,13,299,是,v
300,13,300,：,w
301,13,301,一,m
302,13,302,朝,Ng
303,13,303,马,n
304,13,304,死,v
305,13,305,黄金,n
306,13,306,尽,v
307,13,307,，,w
308,13,308,亲者,n
