,sentence_id,token_id,token,POS_tag
0,0,0,第一,m
1,0,1,章,q
2,0,2,从,p
3,0,3,出生,v
4,0,4,到,p
5,0,5,赴,v
6,0,6,美,j
7,0,7,留学,v
8,0,8,之前,f
9,0,9,(,w
10,0,10,1901,m
11,0,11,-,w
12,0,12,1920,m
13,0,13,),w
14,0,14,(,w
15,0,15,1,m
16,0,16,),w
17,0,17,父母,n
18,0,18,的,u
19,0,19,蒙恩,vn
20,0,20,经过,p
21,0,21,我,r
22,0,22,的,u
23,0,23,父亲,n
24,0,24,宋学连,nr
25,0,25,牧师,n
26,0,26,，,w
27,0,27,号,v
28,0,28,耕书,nr
29,0,29,，,w
30,0,30,幼年,t
31,0,31,家,n
32,0,32,贫,a
33,0,33,，,w
34,0,34,以,p
35,0,35,砍柴,v
36,0,36,、,w
37,0,37,放牛,v
38,0,38,为生,v
39,0,39,。,w
40,1,40,在,p
41,1,41,福建,ns
42,1,42,莆田,ns
43,1,43,坑北,ns
44,1,44,念,v
45,1,45,私塾,n
46,1,46,一,m
47,1,47,年,q
48,1,48,。,w
49,2,49,十六,m
50,2,50,岁,q
51,2,51,那,r
52,2,52,年,q
53,2,53,，,w
54,2,54,到,v
55,2,55,福州,ns
56,2,56,神道,n
57,2,57,学校,n
58,2,58,念,v
59,2,59,神学,n
60,2,60,。,w
61,3,61,前,f
62,3,62,两,m
63,3,63,年,q
64,3,64,半,m
65,3,65,可以,v
66,3,66,说,v
67,3,67,是,v
68,3,68,虚度,v
69,3,69,时光,n
70,3,70,，,w
71,3,71,在,p
72,3,72,第三,m
73,3,73,年,q
74,3,74,下,f
75,3,75,半,m
76,3,76,学期,n
77,3,77,念,v
78,3,78,约翰,nr
79,3,79,福音,n
80,3,80,、,w
81,3,81,罗马,ns
82,3,82,书,n
83,3,83,时,Ng
84,3,84,，,w
85,3,85,圣灵,n
86,3,86,光,n
87,3,87,照,v
88,3,88,他,r
89,3,89,内心,n
90,3,90,深处,s
91,3,91,的,u
92,3,92,黑暗,an
93,3,93,。,w
94,4,94,直,d
95,4,95,到,p
96,4,96,有,v
97,4,97,一,m
98,4,98,天,q
99,4,99,清晨,t
100,4,100,，,w
101,4,101,他,r
102,4,102,将,p
103,4,103,一生,n
104,4,104,的,u
105,4,105,罪,n
106,4,106,向,p
107,4,107,神,n
108,4,108,吐露,v
109,4,109,无遗,v
110,4,110,后,f
111,4,111,，,w
112,4,112,才,d
113,4,113,得到,v
114,4,114,赦罪,v
115,4,115,的,u
116,4,116,平安,an
117,4,117,与,c
118,4,118,喜乐,an
119,4,119,。,w
120,5,120,这,r
121,5,121,是,v
122,5,122,父亲,n
123,5,123,一生,n
124,5,124,的,u
125,5,125,大,a
126,5,126,关键,n
127,5,127,，,w
128,5,128,因为,c
129,5,129,真正,d
130,5,130,得救,v
131,5,131,重生,v
132,5,132,才,d
133,5,133,是,v
134,5,134,入,v
135,5,135,神学,n
136,5,136,的,u
137,5,137,首要,b
138,5,138,条件,n
139,5,139,。,w
140,6,140,爸爸,n
141,6,141,二十五,m
142,6,142,岁时,q
143,6,143,，,w
144,6,144,因循旧习,l
145,6,145,，,w
146,6,146,不得不,d
147,6,147,与,p
148,6,148,佛门,nz
149,6,149,子弟,n
150,6,150,家庭,n
151,6,151,的,u
152,6,152,姑娘,n
153,6,153,陈若兰,nr
154,6,154,结婚,v
155,6,155,。,w
156,7,156,他,r
157,7,157,四乡,n
158,7,158,布道,v
159,7,159,，,w
160,7,160,抽空,v
161,7,161,在,p
162,7,162,晚上,t
163,7,163,教,v
164,7,164,妈妈,n
165,7,165,识字,v
166,7,166,，,w
167,7,167,不久,m
168,7,168,妈妈,n
169,7,169,也,d
170,7,170,信道,v
171,7,171,领,v
172,7,172,洗,v
173,7,173,，,w
174,7,174,但是,c
175,7,175,爱,v
176,7,176,主,n
177,7,177,的,u
178,7,178,心,n
179,7,179,十分,m
180,7,180,淡漠,a
181,7,181,。,w
182,8,182,结婚,v
183,8,183,两,m
184,8,184,年,q
185,8,185,后,f
186,8,186,，,w
187,8,187,生,v
188,8,188,了,u
189,8,189,一,m
190,8,190,女,Ng
191,8,191,、,w
192,8,192,一,m
193,8,193,男,Ng
194,8,194,。,w
195,9,195,爸爸,n
196,9,196,每,r
197,9,197,月,n
198,9,198,收入,n
199,9,199,只,d
200,9,200,有,v
201,9,201,五,m
202,9,202,、,w
203,9,203,六,m
204,9,204,元,q
205,9,205,，,w
206,9,206,实在,d
207,9,207,难以,d
208,9,208,维持,v
209,9,209,生活,vn
210,9,210,。,w
211,10,211,有,v
212,10,212,一,m
213,10,213,天,q
214,10,214,晚上,t
215,10,215,，,w
216,10,216,他,r
217,10,217,下,v
218,10,218,决心,n
219,10,219,要,v
220,10,220,辞掉,v
221,10,221,传道,vn
222,10,222,职,Ng
223,10,223,，,w
224,10,224,到,v
225,10,225,城市,n
226,10,226,报馆,n
227,10,227,或,c
228,10,228,洋,Ag
229,10,229,学校,n
230,10,230,另,d
231,10,231,谋,v
232,10,232,他,r
233,10,233,职,Ng
234,10,234,。,w
235,11,235,但是,c
236,11,236,圣经,n
237,11,237,上,f
238,11,238,的,u
239,11,239,话,n
240,11,240,一,m
241,11,241,句,q
242,11,242,句,q
243,11,243,在,d
244,11,244,责备,v
245,11,245,他,r
246,11,246,：,w
247,11,247,“,w
248,11,248,你,r
249,11,249,要,v
250,11,250,专心,d
251,11,251,仰赖,v
252,11,252,耶和华,nr
253,11,253,，,w
254,11,254,不,d
255,11,255,可,v
256,11,256,依,v
257,11,257,靠,v
258,11,258,自己,r
259,11,259,的,u
260,11,260,聪明,an
261,11,261,。,w
262,11,262,”,w
263,12,263,（,w
264,12,264,箴,n
265,12,265,３∶５,w
266,12,266,）,w
267,12,267,“,w
268,12,268,少壮,a
269,12,269,狮子,n
270,12,270,还,d
271,12,271,缺,v
272,12,272,食,Ng
273,12,273,忍,v
274,12,274,饿,an
275,12,275,，,w
276,12,276,但,c
277,12,277,寻求,v
278,12,278,耶和华,nr
279,12,279,的,u
280,12,280,，,w
281,12,281,什么,r
282,12,282,好处,n
283,12,283,都,d
284,12,284,不,d
285,12,285,缺,v
286,12,286,。,w
287,12,287,”,w
288,13,288,（,w
289,13,289,诗,n
290,13,290,３４∶１０,n
291,13,291,）,w
292,13,292,他,r
293,13,293,清楚,ad
294,13,294,听见,v
295,13,295,从,p
296,13,296,天上,s
297,13,297,来,v
298,13,298,的,u
299,13,299,声音,n
300,13,300,：,w
301,13,301,“,w
302,13,302,我,r
303,13,303,的,u
304,13,304,仆人,n
305,13,305,啊,y
306,13,306,！,w
307,14,307,不,d
308,14,308,要,v
309,14,309,怕,v
310,14,310,，,w
311,14,311,有,v
312,14,312,我,r
313,14,313,！,w
314,15,314,你,r
315,15,315,所,u
316,15,316,需要,v
317,15,317,的,u
318,15,318,，,w
319,15,319,我,r
320,15,320,早,d
321,15,321,已,d
322,15,322,都,d
323,15,323,知道,v
324,15,324,了,y
325,15,325,。,w
326,15,326,”,w
327,16,327,第二,m
328,16,328,天,q
329,16,329,，,w
330,16,330,他,r
331,16,331,向,p
332,16,332,妈妈,n
333,16,333,诉说,v
334,16,334,昨晚,t
335,16,335,一,m
336,16,336,夜,q
337,16,337,心灵,n
338,16,338,激战,vn
339,16,339,胜利,v
340,16,340,的,u
341,16,341,经过,n
342,16,342,，,w
343,16,343,决定,v
344,16,344,终身,n
345,16,345,专一,ad
346,16,346,传道,v
347,16,347,。,w
348,17,348,感谢,v
349,17,349,父神,n
350,17,350,，,w
351,17,351,他,r
352,17,352,真,d
353,17,353,是,v
354,17,354,垂,v
355,17,355,听,v
356,17,356,了,u
357,17,357,仆人,n
358,17,358,的,u
359,17,359,祷告,vn
360,17,360,，,w
361,17,361,有,v
362,17,362,一,m
363,17,363,位,q
364,17,364,武,nr
365,17,365,先生,n
366,17,366,送来,v
367,17,367,大洋,n
368,17,368,十八,m
369,17,369,元,q
